age,currentClub,dateOfBirth,foot,height,id,joined,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
23,Retired,"Dec 28, 1986",right,"1,88m",13465,,"Jul 1, 2005",€10.00m,Tom Huddlestone,['England'],Tottenham-Hotspur,Defensive Midfield,2009-2010,: Ablöse €4.70m,
20,Without Club,"Nov 14, 1989",right,"1,80m",61832,,"Jul 1, 2010",€300k,Jake Livermore,['England'],Tottenham-Hotspur,Defensive Midfield,2009-2010,Tottenham Hotspur Reserves,
24,Real Madrid,"Sep 9, 1985",right,"1,72m",27992,,"Jul 1, 2008",€19.00m,Luka Modric,['Croatia'],Tottenham-Hotspur,Central Midfield,2009-2010,GNK Dinamo Zagreb,
27,Retired,"Feb 18, 1983",right,"1,81m",3461,,"Aug 1, 2005",€12.00m,Jermaine Jenas,['England'],Tottenham-Hotspur,Central Midfield,2009-2010,Newcastle United,
23,Retired,"Sep 25, 1986",left,"1,80m",38090,,"Jul 1, 2007",€4.00m,Jamie O'Hara,['England'],Tottenham-Hotspur,Central Midfield,2009-2010,Tottenham Hotspur Reserves,
21,Al-Nasr SC (UAE),"May 24, 1989",right,"1,85m",45287,,"Jul 1, 2007",€2.20m,Adel Taarabt,"['Morocco', 'France']",Tottenham-Hotspur,Central Midfield,2009-2010,: Ablöse €4.00m,
18,Retired,"Nov 16, 1991",right,"1,75m",103487,,,,Dean Parrett,['England'],Tottenham-Hotspur,Central Midfield,2009-2010,,
25,Retired,"Aug 27, 1984",right,"1,78m",3205,,"Jul 31, 2008",€9.00m,David Bentley,['England'],Tottenham-Hotspur,Right Midfield,2009-2010,Blackburn Rovers,
25,Retired,"Aug 13, 1984",both,"1,86m",16746,,"Sep 1, 2009",€12.00m,Niko Kranjcar,['Croatia'],Tottenham-Hotspur,Attacking Midfield,2009-2010,: Ablöse €2.80m,
23,Retired,"Mar 6, 1987",right,"1,86m",16922,,"Jul 1, 2007",€4.00m,Kevin-Prince Boateng,"['Ghana', 'Germany']",Tottenham-Hotspur,Attacking Midfield,2009-2010,: Ablöse €7.90m,
18,Incheon United,"Apr 19, 1992",right,"1,74m",73846,,"Jul 1, 2010",,Paul-José Mpoku,"['DR Congo', 'Belgium']",Tottenham-Hotspur,Attacking Midfield,2009-2010,Tottenham Hotspur U18,
23,Retired,"Apr 16, 1987",right,"1,65m",14221,,"Jul 1, 2005",€21.00m,Aaron Lennon,"['England', 'Ireland']",Tottenham-Hotspur,Right Winger,2009-2010,Leeds United,
20,Retired,"Jul 16, 1989",left,"1,86m",39381,,"Sep 19, 2020",€6.50m,Gareth Bale,['Wales'],Tottenham-Hotspur,Right Winger,2009-2010,Real Madrid,
18,Antalyaspor,"Jul 16, 1991",left,"1,81m",61842,,"Jul 1, 2011",,Andros Townsend,['England'],Tottenham-Hotspur,Right Winger,2009-2010,Tottenham Hotspur Reserves,
21,Retired,"May 11, 1989",left,"1,75m",44674,,"Jul 1, 2008",€4.00m,Giovani dos Santos,"['Mexico', 'Spain']",Tottenham-Hotspur,Second Striker,2009-2010,FC Barcelona,
27,Retired,"Oct 7, 1982",right,"1,71m",3875,,"Jan 6, 2009",€17.00m,Jermain Defoe,"['England', 'St. Lucia']",Tottenham-Hotspur,Centre-Forward,2009-2010,: Ablöse €16.40m,
29,Retired,"Jul 8, 1980",right,"1,75m",3144,,"Feb 2, 2009",€12.50m,Robbie Keane,['Ireland'],Tottenham-Hotspur,Centre-Forward,2009-2010,: Ablöse €16.70m,
29,Retired,"Jan 30, 1981",right,"2,01m",4072,,"Jul 27, 2009",€12.00m,Peter Crouch,"['England', 'Ireland']",Tottenham-Hotspur,Centre-Forward,2009-2010,: Ablöse €10.50m,
28,Retired,"Dec 15, 1981",right,"1,88m",15072,,"Aug 30, 2008",€8.00m,Roman Pavlyuchenko,['Russia'],Tottenham-Hotspur,Centre-Forward,2009-2010,: Ablöse €17.40m,
31,Retired,"Sep 15, 1978",right,"1,85m",3176,,"Jan 28, 2010",€4.50m,Eidur Gudjohnsen,['Iceland'],Tottenham-Hotspur,Centre-Forward,2009-2010,: Ablöse free transfer,
16,Bayern Munich,"Jul 28, 1993",right,"1,88m",132098,,"Jul 1, 2010",,Harry Kane,['England'],Tottenham-Hotspur,Centre-Forward,2009-2010,Tottenham Hotspur U18,
30,Retired,"Feb 15, 1981",right,"1,91m",19059,,"Jul 1, 2008",€10.00m,Heurelho Gomes,['Brazil'],Tottenham-Hotspur,Goalkeeper,2010-2011,: Ablöse €9.00m,
32,Retired,"Jan 8, 1979",right,"1,93m",14937,,"Aug 1, 2010",€2.50m,Stipe Pletikosa,['Croatia'],Tottenham-Hotspur,Goalkeeper,2010-2011,: Ablöse €700k,
37,Retired,"Sep 6, 1973",right,"1,84m",3151,,"Jan 26, 2009",€1.00m,Carlo Cudicini,['Italy'],Tottenham-Hotspur,Goalkeeper,2010-2011,Chelsea FC,
22,Reading FC,"Feb 27, 1989",right,"1,91m",61814,,"Jul 1, 2007",€125k,David Button,['England'],Tottenham-Hotspur,Goalkeeper,2010-2011,Tottenham Hotspur U18,
24,Retired,"Jan 1, 1987",right,"1,83m",27036,,"Jan 1, 2007",€100k,Ben Alnwick,['England'],Tottenham-Hotspur,Goalkeeper,2010-2011,Sunderland AFC,
25,Retired,"Feb 5, 1986",right,"1,92m",34393,,"Sep 1, 2008",€12.00m,Vedran Corluka,['Croatia'],Tottenham-Hotspur,Centre-Back,2010-2011,: Ablöse €13.75m,
27,Retired,"Nov 18, 1983",right,"1,89m",9988,,"Jan 31, 2005",€11.00m,Michael Dawson,['England'],Tottenham-Hotspur,Centre-Back,2010-2011,: Ablöse €7.00m,
25,Retired,"Jan 4, 1986",right,"1,92m",27114,,"Jan 1, 2010",€7.50m,Younès Kaboul,"['France', 'Morocco']",Tottenham-Hotspur,Centre-Back,2010-2011,: Ablöse €5.90m,
33,Retired,"Aug 17, 1977",right,"1,82m",3156,,"Aug 20, 2010",€7.50m,William Gallas,"['France', 'Guadeloupe']",Tottenham-Hotspur,Centre-Back,2010-2011,: Ablöse free transfer,
24,Retired,"Jul 9, 1986",left,"1,87m",33951,,"Aug 6, 2009",€7.50m,Sébastien Bassong,"['Cameroon', 'France']",Tottenham-Hotspur,Centre-Back,2010-2011,Newcastle United,
30,Retired,"Oct 12, 1980",right,"1,88m",3360,,"Jul 1, 1998",€6.00m,Ledley King,"['England', 'Antigua and Barbuda']",Tottenham-Hotspur,Centre-Back,2010-2011,Tottenham Hotspur U18,
31,Retired,"Jan 22, 1980",right,"1,88m",3224,,"Jan 28, 2008",€4.00m,Jonathan Woodgate,['England'],Tottenham-Hotspur,Centre-Back,2010-2011,Middlesbrough FC,
24,Retired,"Jan 6, 1987",right,"1,89m",82215,,"Dec 31, 2010",€1.00m,Bongani Khumalo,"['South Africa', 'Eswatini']",Tottenham-Hotspur,Centre-Back,2010-2011,: Ablöse €1.80m,
19,Ankara Keciörengücü,"Dec 29, 1991",right,"1,91m",121280,,"Jul 1, 2009",€50k,Steven Caulker,"['Sierra Leone', 'England']",Tottenham-Hotspur,Centre-Back,2010-2011,Tottenham Hotspur U18,
27,Retired,"Mar 24, 1984",left,"1,78m",18310,,"Jul 1, 2006",€8.50m,Benoît Assou-Ekotto,"['Cameroon', 'France']",Tottenham-Hotspur,Left-Back,2010-2011,: Ablöse €5.00m,
20,Retired,"Jul 2, 1990",left,"1,73m",50174,,"Jul 25, 2007",€500k,Danny Rose,"['England', 'Jamaica']",Tottenham-Hotspur,Left-Back,2010-2011,Leeds United U18,
26,Retired,"Nov 30, 1984",right,"1,85m",9619,,"Jan 30, 2008",€7.50m,Alan Hutton,['Scotland'],Tottenham-Hotspur,Right-Back,2010-2011,: Ablöse €13.00m,Knee injury - Return unknown
22,Swansea City,"Nov 17, 1988",right,"1,81m",66219,,"Jul 1, 2009",€2.00m,Kyle Naughton,"['England', 'Ireland']",Tottenham-Hotspur,Right-Back,2010-2011,Sheffield United,
21,Manchester City,"May 28, 1990",right,"1,78m",95424,,"Jul 22, 2009",€2.00m,Kyle Walker,['England'],Tottenham-Hotspur,Right-Back,2010-2011,Sheffield United,
26,Retired,"Jul 29, 1984",right,"1,81m",58361,,"Jan 1, 2009",€14.00m,Wilson Palacios,['Honduras'],Tottenham-Hotspur,Defensive Midfield,2010-2011,Wigan Athletic,
24,Retired,"Dec 28, 1986",right,"1,88m",13465,,"Jul 1, 2005",€12.00m,Tom Huddlestone,['England'],Tottenham-Hotspur,Defensive Midfield,2010-2011,: Ablöse €4.70m,
21,Without Club,"Nov 14, 1989",right,"1,80m",61832,,"Jul 1, 2010",€300k,Jake Livermore,['England'],Tottenham-Hotspur,Defensive Midfield,2010-2011,Tottenham Hotspur Reserves,
25,Real Madrid,"Sep 9, 1985",right,"1,72m",27992,,"Jul 1, 2008",€28.00m,Luka Modric,['Croatia'],Tottenham-Hotspur,Central Midfield,2010-2011,GNK Dinamo Zagreb,
28,Retired,"Feb 18, 1983",right,"1,81m",3461,,"Aug 1, 2005",€8.50m,Jermaine Jenas,['England'],Tottenham-Hotspur,Central Midfield,2010-2011,Newcastle United,
22,Harborough Town,"Mar 15, 1989",right,"1,88m",74590,,"Aug 18, 2010",€8.00m,Sandro,"['Brazil', 'Portugal']",Tottenham-Hotspur,Central Midfield,2010-2011,Sport Club Internacional,
19,Solihull Moors,"Jan 15, 1992",left,"1,88m",58097,,"Jul 1, 2008",,John Bostock,"['Trinidad and Tobago', 'England']",Tottenham-Hotspur,Central Midfield,2010-2011,: Ablöse €2.00m,
26,Retired,"Aug 27, 1984",right,"1,78m",3205,,"Jul 31, 2008",€7.00m,David Bentley,['England'],Tottenham-Hotspur,Right Midfield,2010-2011,Blackburn Rovers,
29,Retired,"Mar 17, 1982",,,4321,,"Jan 18, 2011",€11.00m,Steven Pienaar,['South Africa'],Tottenham-Hotspur,Left Midfield,2010-2011,: Ablöse €3.60m,
28,Retired,"Feb 11, 1983",,,4192,,"Aug 31, 2010",€20.00m,Rafael van der Vaart,"['Netherlands', 'Spain']",Tottenham-Hotspur,Attacking Midfield,2010-2011,Real Madrid,
26,Retired,"Aug 13, 1984",both,"1,86m",16746,,"Sep 1, 2009",€10.00m,Niko Kranjcar,['Croatia'],Tottenham-Hotspur,Attacking Midfield,2010-2011,: Ablöse €2.80m,
21,Retired,"Jul 16, 1989",left,"1,86m",39381,,"Sep 19, 2020",€25.00m,Gareth Bale,['Wales'],Tottenham-Hotspur,Right Winger,2010-2011,Real Madrid,
24,Retired,"Apr 16, 1987",right,"1,65m",14221,,"Jul 1, 2005",€21.00m,Aaron Lennon,"['England', 'Ireland']",Tottenham-Hotspur,Right Winger,2010-2011,Leeds United,
19,Antalyaspor,"Jul 16, 1991",left,"1,81m",61842,,"Jul 1, 2011",€500k,Andros Townsend,['England'],Tottenham-Hotspur,Right Winger,2010-2011,Tottenham Hotspur Reserves,
22,Retired,"May 11, 1989",left,"1,75m",44674,,"Jul 1, 2008",€5.00m,Giovani dos Santos,"['Mexico', 'Spain']",Tottenham-Hotspur,Second Striker,2010-2011,FC Barcelona,
28,Retired,"Oct 7, 1982",right,"1,71m",3875,,"Jan 6, 2009",€18.00m,Jermain Defoe,"['England', 'St. Lucia']",Tottenham-Hotspur,Centre-Forward,2010-2011,: Ablöse €16.40m,
30,Retired,"Jan 30, 1981",right,"2,01m",4072,,"Jul 27, 2009",€12.00m,Peter Crouch,"['England', 'Ireland']",Tottenham-Hotspur,Centre-Forward,2010-2011,: Ablöse €10.50m,
29,Retired,"Dec 15, 1981",right,"1,88m",15072,,"Aug 30, 2008",€9.00m,Roman Pavlyuchenko,['Russia'],Tottenham-Hotspur,Centre-Forward,2010-2011,: Ablöse €17.40m,
30,Retired,"Jul 8, 1980",right,"1,75m",3144,,"Feb 2, 2009",€7.00m,Robbie Keane,['Ireland'],Tottenham-Hotspur,Centre-Forward,2010-2011,: Ablöse €16.70m,
31,Retired,"Feb 15, 1981",right,"1,91m",19059,,"Jul 1, 2008",€2.00m,Heurelho Gomes,['Brazil'],Tottenham-Hotspur,Goalkeeper,2011-2012,: Ablöse €9.00m,
41,Retired,"May 18, 1971",right,"1,91m",3476,,"Jul 1, 2011",€1.00m,Brad Friedel,"['United States', 'England']",Tottenham-Hotspur,Goalkeeper,2011-2012,: Ablöse free transfer,
38,Retired,"Sep 6, 1973",right,"1,84m",3151,,"Jan 26, 2009",€500k,Carlo Cudicini,['Italy'],Tottenham-Hotspur,Goalkeeper,2011-2012,Chelsea FC,
26,Retired,"Jan 4, 1986",right,"1,92m",27114,,"Jan 1, 2010",€15.00m,Younès Kaboul,"['France', 'Morocco']",Tottenham-Hotspur,Centre-Back,2011-2012,: Ablöse €5.90m,
28,Retired,"Nov 18, 1983",right,"1,89m",9988,,"Jan 31, 2005",€11.00m,Michael Dawson,['England'],Tottenham-Hotspur,Centre-Back,2011-2012,: Ablöse €7.00m,
26,Retired,"Feb 5, 1986",right,"1,92m",34393,,"Sep 1, 2008",€7.50m,Vedran Corluka,['Croatia'],Tottenham-Hotspur,Centre-Back,2011-2012,: Ablöse €13.75m,
25,Retired,"Jul 9, 1986",left,"1,87m",33951,,"Aug 6, 2009",€4.50m,Sébastien Bassong,"['Cameroon', 'France']",Tottenham-Hotspur,Centre-Back,2011-2012,Newcastle United,
20,Ankara Keciörengücü,"Dec 29, 1991",right,"1,91m",121280,,"Jul 1, 2009",€4.00m,Steven Caulker,"['Sierra Leone', 'England']",Tottenham-Hotspur,Centre-Back,2011-2012,Tottenham Hotspur U18,
34,Retired,"Aug 17, 1977",right,"1,82m",3156,,"Aug 20, 2010",€2.50m,William Gallas,"['France', 'Guadeloupe']",Tottenham-Hotspur,Centre-Back,2011-2012,: Ablöse free transfer,
31,Retired,"Oct 12, 1980",right,"1,88m",3360,,"Jul 1, 1998",€2.00m,Ledley King,"['England', 'Antigua and Barbuda']",Tottenham-Hotspur,Centre-Back,2011-2012,Tottenham Hotspur U18,
25,Retired,"Jan 6, 1987",right,"1,89m",82215,,"Dec 31, 2010",€1.00m,Bongani Khumalo,"['South Africa', 'Eswatini']",Tottenham-Hotspur,Centre-Back,2011-2012,: Ablöse €1.80m,
34,Retired,"Oct 18, 1977",right,"1,85m",28878,,"Feb 1, 2012",€750k,Ryan Nelsen,['New Zealand'],Tottenham-Hotspur,Centre-Back,2011-2012,Blackburn Rovers,
28,Retired,"Mar 24, 1984",left,"1,78m",18310,,"Jul 1, 2006",€13.00m,Benoît Assou-Ekotto,"['Cameroon', 'France']",Tottenham-Hotspur,Left-Back,2011-2012,: Ablöse €5.00m,
21,Retired,"Jul 2, 1990",left,"1,73m",50174,,"Jul 25, 2007",€3.00m,Danny Rose,"['England', 'Jamaica']",Tottenham-Hotspur,Left-Back,2011-2012,Leeds United U18,
22,Manchester City,"May 28, 1990",right,"1,78m",95424,,"Jul 22, 2009",€16.00m,Kyle Walker,['England'],Tottenham-Hotspur,Right-Back,2011-2012,Sheffield United,
23,Swansea City,"Nov 17, 1988",right,"1,81m",66219,,"Jul 1, 2009",€4.00m,Kyle Naughton,"['England', 'Ireland']",Tottenham-Hotspur,Right-Back,2011-2012,Sheffield United,
21,AFC Bournemouth,"Apr 29, 1991",right,"1,74m",61841,,"Jul 1, 2008",€300k,Adam Smith,['England'],Tottenham-Hotspur,Right-Back,2011-2012,Tottenham Hotspur U18,
19,Without Club,"Oct 10, 1992",right,"1,81m",140191,,"Jul 1, 2010",,Ryan Fredericks,"['England', 'Scotland']",Tottenham-Hotspur,Right-Back,2011-2012,Tottenham Hotspur U18,Calf injury - Return unknown
18,Without Club,"Oct 13, 1993",right,"1,73m",200773,,,,Jack Barthram,['England'],Tottenham-Hotspur,Right-Back,2011-2012,,
25,Retired,"Dec 28, 1986",right,"1,88m",13465,,"Jul 1, 2005",€6.00m,Tom Huddlestone,['England'],Tottenham-Hotspur,Defensive Midfield,2011-2012,: Ablöse €4.70m,
22,Without Club,"Nov 14, 1989",right,"1,80m",61832,,"Jul 1, 2010",€3.00m,Jake Livermore,['England'],Tottenham-Hotspur,Defensive Midfield,2011-2012,Tottenham Hotspur Reserves,
18,Retired,"Sep 7, 1993",,"1,82m",200782,,,,Kevin Stewart,"['Jamaica', 'England']",Tottenham-Hotspur,Defensive Midfield,2011-2012,,
26,Real Madrid,"Sep 9, 1985",right,"1,72m",27992,,"Jul 1, 2008",€39.00m,Luka Modric,['Croatia'],Tottenham-Hotspur,Central Midfield,2011-2012,GNK Dinamo Zagreb,
23,Harborough Town,"Mar 15, 1989",right,"1,88m",74590,,"Aug 18, 2010",€11.50m,Sandro,"['Brazil', 'Portugal']",Tottenham-Hotspur,Central Midfield,2011-2012,Sport Club Internacional,
31,Retired,"Oct 13, 1980",right,"1,80m",3785,,"Aug 31, 2011",€11.00m,Scott Parker,['England'],Tottenham-Hotspur,Central Midfield,2011-2012,: Ablöse €5.75m,
29,Retired,"Feb 18, 1983",right,"1,81m",3461,,"Aug 1, 2005",€6.50m,Jermaine Jenas,['England'],Tottenham-Hotspur,Central Midfield,2011-2012,Newcastle United,
20,Retired,"Nov 16, 1991",right,"1,75m",103487,,,,Dean Parrett,['England'],Tottenham-Hotspur,Central Midfield,2011-2012,,
20,Solihull Moors,"Jan 15, 1992",left,"1,88m",58097,,"Jul 1, 2008",,John Bostock,"['Trinidad and Tobago', 'England']",Tottenham-Hotspur,Central Midfield,2011-2012,: Ablöse €2.00m,
19,Ipswich Town,"Sep 25, 1992",right,"1,76m",181687,,,,Massimo Luongo,"['Australia', 'Italy']",Tottenham-Hotspur,Central Midfield,2011-2012,,
20,Milton Keynes Dons,"May 28, 1992",left,"1,77m",121279,,"Jul 1, 2010",,Tom Carroll,['England'],Tottenham-Hotspur,Central Midfield,2011-2012,Tottenham Hotspur U18,
19,Retired,"Jul 19, 1992",right,"1,83m",121293,,,,Jake Nicholson,['England'],Tottenham-Hotspur,Central Midfield,2011-2012,,
27,Retired,"Aug 27, 1984",right,"1,78m",3205,,"Jul 31, 2008",€4.50m,David Bentley,['England'],Tottenham-Hotspur,Right Midfield,2011-2012,Blackburn Rovers,
30,Retired,"Mar 17, 1982",,,4321,,"Jan 18, 2011",€7.00m,Steven Pienaar,['South Africa'],Tottenham-Hotspur,Left Midfield,2011-2012,: Ablöse €3.60m,
29,Retired,"Feb 11, 1983",,,4192,,"Aug 31, 2010",€24.50m,Rafael van der Vaart,"['Netherlands', 'Spain']",Tottenham-Hotspur,Attacking Midfield,2011-2012,Real Madrid,
27,Retired,"Aug 13, 1984",both,"1,86m",16746,,"Sep 1, 2009",€7.50m,Niko Kranjcar,['Croatia'],Tottenham-Hotspur,Attacking Midfield,2011-2012,: Ablöse €2.80m,
19,Without Club,"Dec 3, 1992",left,"1,73m",166640,,"Jul 1, 2013",,Cristian Ceballos,['Spain'],Tottenham-Hotspur,Attacking Midfield,2011-2012,Tottenham Hotspur U21,
19,Sivasspor,"May 3, 1993",right,"1,68m",200777,,"Jul 1, 2011",,Alex Pritchard,['England'],Tottenham-Hotspur,Attacking Midfield,2011-2012,Tottenham Hotspur U18,Torn thigh muscle - Return unknown
24,Retired,"Dec 1, 1987",right,"1,77m",57488,,"Mar 14, 2011",€200k,Simon Dawkins,"['Jamaica', 'England']",Tottenham-Hotspur,Left Winger,2011-2012,Without Club,
22,Retired,"Jul 16, 1989",left,"1,86m",39381,,"Sep 19, 2020",€40.00m,Gareth Bale,['Wales'],Tottenham-Hotspur,Right Winger,2011-2012,Real Madrid,
25,Retired,"Apr 16, 1987",right,"1,65m",14221,,"Jul 1, 2005",€16.00m,Aaron Lennon,"['England', 'Ireland']",Tottenham-Hotspur,Right Winger,2011-2012,Leeds United,
22,LD Alajuelense,"Jan 4, 1990",left,"1,74m",59340,,"Jan 16, 2012",€2.00m,Iago Falque,['Spain'],Tottenham-Hotspur,Right Winger,2011-2012,: Ablöse €1.00m,Muscle injury - Return unknown
20,Antalyaspor,"Jul 16, 1991",left,"1,81m",61842,,"Jul 1, 2011",€500k,Andros Townsend,['England'],Tottenham-Hotspur,Right Winger,2011-2012,Tottenham Hotspur Reserves,
23,Retired,"May 11, 1989",left,"1,75m",44674,,"Jul 1, 2008",€5.00m,Giovani dos Santos,"['Mexico', 'Spain']",Tottenham-Hotspur,Second Striker,2011-2012,FC Barcelona,
28,Retired,"Feb 26, 1984",right,"1,92m",8883,,"Aug 21, 2012",€25.00m,Emmanuel Adebayor,"['Togo', 'Nigeria']",Tottenham-Hotspur,Centre-Forward,2011-2012,: Ablöse €6.40m,
29,Retired,"Oct 7, 1982",right,"1,71m",3875,,"Jan 6, 2009",€10.00m,Jermain Defoe,"['England', 'St. Lucia']",Tottenham-Hotspur,Centre-Forward,2011-2012,: Ablöse €16.40m,
30,Retired,"Dec 15, 1981",right,"1,88m",15072,,"Aug 30, 2008",€8.50m,Roman Pavlyuchenko,['Russia'],Tottenham-Hotspur,Centre-Forward,2011-2012,: Ablöse €17.40m,
31,Retired,"Jan 30, 1981",right,"2,01m",4072,,"Jul 27, 2009",€6.50m,Peter Crouch,"['England', 'Ireland']",Tottenham-Hotspur,Centre-Forward,2011-2012,: Ablöse €10.50m,
33,Retired,"Aug 8, 1978",left,"1,82m",4015,,"Jan 31, 2012",€1.25m,Louis Saha,"['France', 'Guadeloupe']",Tottenham-Hotspur,Centre-Forward,2011-2012,: Ablöse free transfer,
18,Bayern Munich,"Jul 28, 1993",right,"1,88m",132098,,"Jul 1, 2010",,Harry Kane,['England'],Tottenham-Hotspur,Centre-Forward,2011-2012,Tottenham Hotspur U18,
19,Lexington SC,"Nov 5, 1992",,"1,83m",182660,,"Jul 1, 2010",,Cameron Lancaster,['England'],Tottenham-Hotspur,Centre-Forward,2011-2012,Tottenham Hotspur U18,
26,Los Angeles FC,"Dec 26, 1986",left,"1,88m",17965,,"Aug 31, 2012",€15.00m,Hugo Lloris,['France'],Tottenham-Hotspur,Goalkeeper,2012-2013,: Ablöse €12.60m,
32,Retired,"Feb 15, 1981",right,"1,91m",19059,,"Jul 1, 2008",€1.00m,Heurelho Gomes,['Brazil'],Tottenham-Hotspur,Goalkeeper,2012-2013,: Ablöse €9.00m,
42,Retired,"May 18, 1971",right,"1,91m",3476,,"Jul 1, 2011",€1.00m,Brad Friedel,"['United States', 'England']",Tottenham-Hotspur,Goalkeeper,2012-2013,: Ablöse free transfer,
39,Retired,"Sep 6, 1973",right,"1,84m",3151,,"Jan 26, 2009",€500k,Carlo Cudicini,['Italy'],Tottenham-Hotspur,Goalkeeper,2012-2013,Chelsea FC,
20,Portsmouth FC,"Apr 12, 1993",right,"1,90m",177952,,"Jul 1, 2013",,Jordan Archer,"['Scotland', 'England']",Tottenham-Hotspur,Goalkeeper,2012-2013,Tottenham Hotspur U21,
26,RSC Anderlecht,"Apr 24, 1987",left,"1,89m",43250,,"Jul 12, 2012",€19.00m,Jan Vertonghen,['Belgium'],Tottenham-Hotspur,Centre-Back,2012-2013,: Ablöse €12.50m,Achilles tendon problems - Return unknown
27,Retired,"Jan 4, 1986",right,"1,92m",27114,,"Jan 1, 2010",€13.50m,Younès Kaboul,"['France', 'Morocco']",Tottenham-Hotspur,Centre-Back,2012-2013,: Ablöse €5.90m,
29,Retired,"Nov 18, 1983",right,"1,89m",9988,,"Jan 31, 2005",€9.00m,Michael Dawson,['England'],Tottenham-Hotspur,Centre-Back,2012-2013,: Ablöse €7.00m,
21,Ankara Keciörengücü,"Dec 29, 1991",right,"1,91m",121280,,"Jul 1, 2009",€6.50m,Steven Caulker,"['Sierra Leone', 'England']",Tottenham-Hotspur,Centre-Back,2012-2013,Tottenham Hotspur U18,
35,Retired,"Aug 17, 1977",right,"1,82m",3156,,"Aug 20, 2010",€1.00m,William Gallas,"['France', 'Guadeloupe']",Tottenham-Hotspur,Centre-Back,2012-2013,: Ablöse free transfer,
29,Retired,"Mar 24, 1984",left,"1,78m",18310,,"Jul 1, 2006",€12.50m,Benoît Assou-Ekotto,"['Cameroon', 'France']",Tottenham-Hotspur,Left-Back,2012-2013,: Ablöse €5.00m,
22,Retired,"Jul 2, 1990",left,"1,73m",50174,,"Jul 25, 2007",€5.00m,Danny Rose,"['England', 'Jamaica']",Tottenham-Hotspur,Left-Back,2012-2013,Leeds United U18,
20,Retired,"Sep 9, 1992",left,"1,85m",141655,,"Jan 3, 2013",€3.50m,Zeki Fryers,['England'],Tottenham-Hotspur,Left-Back,2012-2013,: Ablöse €3.50m,
23,Manchester City,"May 28, 1990",right,"1,78m",95424,,"Jul 22, 2009",€16.00m,Kyle Walker,['England'],Tottenham-Hotspur,Right-Back,2012-2013,Sheffield United,
24,Swansea City,"Nov 17, 1988",right,"1,81m",66219,,"Jul 1, 2009",€5.00m,Kyle Naughton,"['England', 'Ireland']",Tottenham-Hotspur,Right-Back,2012-2013,Sheffield United,
22,AFC Bournemouth,"Apr 29, 1991",right,"1,74m",61841,,"Jul 1, 2008",,Adam Smith,['England'],Tottenham-Hotspur,Right-Back,2012-2013,Tottenham Hotspur U18,
26,Retired,"Dec 28, 1986",right,"1,88m",13465,,"Jul 1, 2005",€5.50m,Tom Huddlestone,['England'],Tottenham-Hotspur,Defensive Midfield,2012-2013,: Ablöse €4.70m,
23,Without Club,"Nov 14, 1989",right,"1,80m",61832,,"Jul 1, 2010",€2.50m,Jake Livermore,['England'],Tottenham-Hotspur,Defensive Midfield,2012-2013,Tottenham Hotspur Reserves,
19,Retired,"Sep 7, 1993",,"1,82m",200782,,,€50k,Kevin Stewart,"['Jamaica', 'England']",Tottenham-Hotspur,Defensive Midfield,2012-2013,,
25,Retired,"Jul 16, 1987",left,"1,85m",19368,,"Aug 29, 2012",€21.00m,Mousa Dembélé,"['Belgium', 'Mali']",Tottenham-Hotspur,Central Midfield,2012-2013,Fulham FC,
24,Harborough Town,"Mar 15, 1989",right,"1,88m",74590,,"Aug 18, 2010",€16.00m,Sandro,"['Brazil', 'Portugal']",Tottenham-Hotspur,Central Midfield,2012-2013,Sport Club Internacional,
22,Holstein Kiel,"Sep 18, 1990",left,"1,76m",55508,,"Jan 28, 2013",€11.00m,Lewis Holtby,"['Germany', 'England']",Tottenham-Hotspur,Central Midfield,2012-2013,FC Schalke 04,
32,Retired,"Oct 13, 1980",right,"1,80m",3785,,"Aug 31, 2011",€8.00m,Scott Parker,['England'],Tottenham-Hotspur,Central Midfield,2012-2013,: Ablöse €5.75m,
30,Retired,"Feb 18, 1983",right,"1,81m",3461,,"Aug 1, 2005",€3.50m,Jermaine Jenas,['England'],Tottenham-Hotspur,Central Midfield,2012-2013,Newcastle United,
21,Milton Keynes Dons,"May 28, 1992",left,"1,77m",121279,,"Jul 1, 2010",€1.00m,Tom Carroll,['England'],Tottenham-Hotspur,Central Midfield,2012-2013,Tottenham Hotspur U18,
22,Retired,"Jun 13, 1991",right,"1,75m",61834,,"Jul 1, 2009",€250k,Ryan Mason,['England'],Tottenham-Hotspur,Central Midfield,2012-2013,Tottenham Hotspur U18,
21,Retired,"Nov 16, 1991",right,"1,75m",103487,,,,Dean Parrett,['England'],Tottenham-Hotspur,Central Midfield,2012-2013,,
28,Retired,"Aug 27, 1984",right,"1,78m",3205,,"Jul 31, 2008",€3.00m,David Bentley,['England'],Tottenham-Hotspur,Right Midfield,2012-2013,Blackburn Rovers,
30,Retired,"Feb 11, 1983",,,4192,,"Aug 31, 2010",€13.00m,Rafael van der Vaart,"['Netherlands', 'Spain']",Tottenham-Hotspur,Attacking Midfield,2012-2013,Real Madrid,
23,Valur Reykjavík,"Sep 8, 1989",right,"1,86m",90466,,"Jul 4, 2012",€8.00m,Gylfi Sigurdsson,['Iceland'],Tottenham-Hotspur,Attacking Midfield,2012-2013,: Ablöse €10.00m,
